address,city,floor,id,latitude,longitude,price,rooms,sq,year
Wzgórza Krzesławickie ul.Gustawa Morcinka,Kraków,2.0,26638.0,50.1047809,20.0362743,272664.0,2.0,37.87,2022.0
Nowe Miasto Kobyle Pole ul. abp. Walentego Dymka,Poznań,4.0,4317.0,52.4006632,16.919732591780882,304500.0,2.0,40.6,2022.0
Wola,Warszawa,10.0,9232.0,52.2362379,20.9547815,515000.0,2.0,39.55,1970.0
Wola ul. Skierniewicka 21,Warszawa,10.0,8835.0,52.2331204,20.9668171,730000.0,3.0,77.3,1994.0
Krowodrza Królewska,Kraków,0.0,27969.0,50.073512,19.9149277,345000.0,1.0,32.4,1943.0
Nowa Huta,Kraków,4.0,20852.0,50.08061865000001,20.129332198005237,290000.0,2.0,37.0,1970.0
Ochota Stara Ochota ul. Filtrowa,Warszawa,4.0,15981.0,52.2193748,20.988627,395000.0,1.0,26.0,1956.0
Praga-Północ,Warszawa,5.0,15332.0,52.2648843,21.0273442,690000.0,3.0,70.0,1982.0
Grzegórzki płk. Francesco Nullo,Kraków,2.0,25040.0,50.0596827,19.9674377,776594.0,3.0,70.28,2020.0
Ochota,Warszawa,3.0,17061.0,52.212225,20.9726299,940000.0,2.0,73.0,1938.0
Bemowo ul. Łagowska 7,Warszawa,8.0,10908.0,52.2419274,20.9150005,668000.0,4.0,78.6,1984.0
Podgórze Duchackie Wola Duchacka Walerego Sławka,Kraków,2.0,20403.0,50.0205244,19.9601785,499000.0,3.0,62.31,2021.0
Białołęka Tarchomin Myśliborska 85a,Warszawa,1.0,13896.0,52.31267705,20.9631725242917,414000.0,2.0,46.0,2003.0
Nowe Miasto Starołęka Starołęcka,Poznań,2.0,3765.0,52.3789805,16.9429243,500616.0,3.0,73.62,2020.0
Bieżanów-Prokocim ul. Mariana Domagały,Kraków,3.0,27831.0,50.0219561,20.0509824,324880.0,3.0,52.4,2021.0
Praga-Południe Grochowska,Warszawa,2.0,17813.0,52.2497745,21.1068857,239788.0,1.0,24.31,2021.0
Podgórze Płaszów ul. Myśliwska,Kraków,4.0,21659.0,50.0454593,20.0002025,683000.0,4.0,72.1,2022.0
Podgórze Zabłocie,Kraków,4.0,27448.0,50.0478769,19.961368688357496,719000.0,3.0,74.37,2021.0
Bronowice Bronowice Małe,Kraków,9.0,25896.0,50.089837599999996,19.870812874428264,320000.0,1.0,29.0,2021.0
Prądnik Biały Wincentego Danka,Kraków,4.0,24478.0,50.0934163,19.9257215,479952.0,4.0,48.0,1978.0
Targówek św. Wincentego,Warszawa,4.0,15133.0,52.2725185,21.042974800000003,559000.0,3.0,70.5,1992.0
Podgórze Duchackie Wola Duchacka,Kraków,2.0,20962.0,50.0146222,19.953758,369000.0,2.0,44.21,2021.0
Podgórze prof. Wojciecha Marii Bartla,Kraków,2.0,20679.0,49.9989363,19.8974534,440000.0,2.0,46.54,2018.0
Centrum,Warszawa,10.0,7030.0,52.2311577,21.0100632,315000.0,1.0,20.0,2021.0
Wola Koło Górczewska,Warszawa,2.0,14297.0,52.24214875,20.93046511461411,699000.0,4.0,56.2,1958.0
Stare Miasto Wilczak Wilczak 16 A,Poznań,6.0,6223.0,52.4300916,16.9514725830321,448525.0,3.0,58.25,2020.0
Prądnik Biały Jasna,Kraków,0.0,18913.0,50.0962001,19.9302484,448300.0,3.0,50.0,2021.0
Wola Radziwie,Warszawa,4.0,16162.0,52.24567645000001,20.959804257970127,845000.0,3.0,65.0,2010.0
Wilanów Sarmacka,Warszawa,1.0,10675.0,52.16565170000001,21.0767961,1295000.0,5.0,98.63,2008.0
Centrum,Warszawa,10.0,6951.0,52.2311577,21.0100632,315000.0,1.0,20.0,2021.0
Mokotów ul. Domaniewska 34B,Warszawa,3.0,9347.0,52.1839266,21.008725,420900.0,1.0,27.82,2022.0
Podgórze,Kraków,0.0,26792.0,50.0430999,19.9529614,499000.0,3.0,43.56,1910.0
Krowodrza Warmijska,Kraków,2.0,21714.0,50.0721464,19.9069847,507000.0,3.0,50.0,1970.0
Bemowo,Warszawa,2.0,7958.0,52.2389738,20.913288100000006,699000.0,3.0,71.0,2004.0
Ochota Szczęśliwice Włodarzewska,Warszawa,2.0,12376.0,52.2013207,20.9627181,2500000.0,4.0,178.89,2021.0
Stare Miasto Piątkowo ul. Teofila Mateckiego,Poznań,3.0,3073.0,52.4611954,16.8977153,416404.0,2.0,54.79,2022.0
Stare Miasto Naramowice ul. Czarnucha,Poznań,1.0,1998.0,52.44997629999999,16.9527562,219343.6,1.0,30.38,2020.0
Podgórze Płaszów,Kraków,0.0,22041.0,50.03453270000001,19.9754459,390499.5,2.0,40.89,2022.0
Bielany,Warszawa,4.0,14375.0,52.2776126,20.9472054,465000.0,2.0,37.84,1967.0
Nowe Miasto Starołęka,Poznań,0.0,4755.0,52.3664351,16.944097699999997,850000.0,4.0,90.0,2020.0
Dębniki Ruczaj,Kraków,1.0,24351.0,50.0230156,19.9083637,454000.0,3.0,49.3,2020.0
Bielany Broniewskiego 52,Warszawa,1.0,7259.0,52.2708306,20.94967475789464,530000.0,2.0,42.13,1963.0
Śródmieście,Warszawa,3.0,13315.0,52.2328098,21.019067,2195000.0,4.0,125.5,2019.0
Wilanów,Warszawa,4.0,16348.0,52.1530829,21.110441100000006,1150000.0,3.0,75.0,2015.0
Bieńczyce,Kraków,3.0,21119.0,50.08605125,20.02922626218556,299000.0,2.0,36.1,1962.0
Nowa Huta Czyżyny ul. Sołtysowska,Kraków,2.0,23428.0,50.0605887,20.0240353,599081.0,4.0,74.42,2021.0
Bielany Stare Bielany,Warszawa,0.0,9083.0,52.2818172,20.9493596,530000.0,2.0,40.0,1938.0
Nowa Huta Czyżyny,Kraków,6.0,22333.0,50.0816349,20.016490706002106,484000.0,2.0,49.0,2019.0
Śródmieście Zygmunta Słomińskiego,Warszawa,0.0,18255.0,52.25477,20.985194600000003,853312.0,3.0,77.45,2021.0
Białołęka ul. Głębocka,Warszawa,0.0,10225.0,52.3234679,21.0670915,374100.0,3.0,55.12,2020.0
Bronowice ul. Bronowicka 5,Kraków,0.0,28315.0,50.0778251,19.900680986965753,939600.0,3.0,87.0,2021.0
Nowe Miasto Rataje,Poznań,1.0,1226.0,52.3901295,16.9535909,338730.0,2.0,40.55,2022.0
Ochota,Warszawa,1.0,14922.0,52.212225,20.9726299,1095000.0,3.0,65.07,1926.0
Nowa Huta Osiedle Szkolne,Kraków,4.0,23479.0,50.0774958,20.048237300000004,575000.0,3.0,71.93,1950.0
Białołęka Tarchomin Józefa Mehoffera,Warszawa,2.0,17656.0,52.3421232,20.971726,562000.0,4.0,70.45,2022.0
Ursynów ul. Nowoursynowska,Warszawa,3.0,15101.0,52.16658235,21.04068566034108,795000.0,3.0,85.0,1996.0
Praga-Południe,Warszawa,3.0,12416.0,52.2373961,21.0712578,540000.0,3.0,61.0,1978.0
Włochy,Warszawa,7.0,17384.0,52.1861093,20.9484377,870000.0,3.0,73.0,2013.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,7.0,28346.0,50.0986433,20.0132206,451392.0,2.0,47.02,2020.0
Stare Miasto,Poznań,0.0,2129.0,52.4087213,16.9336538,389000.0,2.0,49.0,1980.0
Nowe Miasto Rataje ul. Wagrowska,Poznań,5.0,1424.0,52.3789966,16.944244199999996,295932.0,2.0,35.23,2022.0
Wawer Palmowa,Warszawa,0.0,16424.0,52.2166928,21.1414948,599000.0,4.0,90.7,2011.0
Białołęka Żerań,Warszawa,5.0,14559.0,52.314243,20.9988422,629300.0,4.0,75.84,2020.0
Śródmieście ul. Kłopot,Warszawa,10.0,12868.0,52.259176,20.9908751,1049000.0,3.0,66.41,2020.0
Krowodrza,Kraków,3.0,24281.0,50.07087985,19.916563118144783,1080000.0,3.0,110.5,1930.0
Ochota Rakowiec,Warszawa,2.0,12829.0,52.20055095,20.9748010036818,479000.0,2.0,37.08,1965.0
Zwierzyniec Emaus,Kraków,1.0,25772.0,50.0669379,19.8879255,1220500.0,5.0,103.0,2020.0
Ursynów Stokłosy,Warszawa,5.0,6719.0,52.1620456,21.0276283,585000.0,2.0,53.0,1980.0
Krowodrza Stara Krowodrza,Kraków,0.0,20155.0,50.0788515,19.928968,593000.0,2.0,54.22,2021.0
Dębniki Kliny-Zacisze,Kraków,2.0,20884.0,50.00969645000001,19.905901803626172,410000.0,2.0,55.0,2002.0
Ursynów ul. Belgradzka 8,Warszawa,5.0,13342.0,52.1402821,21.0563452,560000.0,2.0,48.0,1999.0
Prądnik Czerwony Reduta,Kraków,4.0,26589.0,50.1609054,19.743089127291668,2500000.0,5.0,194.0,2017.0
Bemowo,Warszawa,5.0,11699.0,52.2389738,20.913288100000006,440000.0,2.0,50.5,1984.0
Mistrzejowice Piasta Kołodzieja,Kraków,2.0,18710.0,50.0986433,20.0132206,467425.0,2.0,58.99,2020.0
Dębniki Stare Dębniki ul. Barska,Kraków,3.0,22356.0,50.0471731,19.9322718,646000.0,3.0,68.0,1930.0
Nowa Huta,Kraków,2.0,19483.0,50.08061865000001,20.129332198005237,600000.0,3.0,67.0,1955.0
Podgórze Zabłocie,Kraków,2.0,25208.0,50.0478769,19.961368688357496,599000.0,3.0,61.11,2021.0
Prądnik Biały Józefa Chełmońskiego,Kraków,1.0,28781.0,50.0863097,19.9139884,635000.0,3.0,63.91,2014.0
Dębniki Kliny-Zacisze prof. Wojciecha Marii Bartla,Kraków,3.0,22990.0,49.9989363,19.8974534,690000.0,3.0,89.42,2006.0
Białołęka Łopianowa,Warszawa,5.0,6768.0,52.3048797,20.9916191,482040.0,3.0,55.3,2022.0
Bielany Chomiczówka ul. Wojciecha Bogusławskiego,Warszawa,3.0,12527.0,52.2783269,20.9165765,590000.0,3.0,64.8,1977.0
Rembertów Kawalerka z balkonem. Sprawdź>>,Warszawa,4.0,12156.0,52.2319581,21.0067249,225000.0,1.0,25.33,2022.0
Krowodrza,Kraków,5.0,27583.0,50.07087985,19.916563118144783,489000.0,3.0,46.8,1980.0
Śródmieście Grzybowska,Warszawa,10.0,10305.0,52.2357458,20.993720703559504,721275.0,2.0,40.75,2009.0
Bemowo,Warszawa,0.0,10215.0,52.2389738,20.913288100000006,519000.0,2.0,50.4,1978.0
Wola Juliana Konstantego Ordona,Warszawa,5.0,6499.0,52.2247928,20.9525803,408697.0,1.0,33.62,2021.0
Bieżanów-Prokocim Nefrytowa,Kraków,1.0,20480.0,50.0206928,20.0476759,331000.0,3.0,58.0,2021.0
Grzegórzki Dąbie,Kraków,0.0,25006.0,50.0587985,19.9758208,485576.0,2.0,46.69,2021.0
Praga-Południe Gocław ul. Janusza Meissnera,Warszawa,3.0,12969.0,52.22196029999999,21.0908727,590000.0,4.0,72.0,1974.0
Wola,Warszawa,3.0,10997.0,52.2362379,20.9547815,340000.0,1.0,21.0,2019.0
Podgórze Duchackie Kurdwanów Marii i Bolesława Wysłouchów,Kraków,3.0,25317.0,50.0084756,19.9591527,430000.0,2.0,53.1,1986.0
Śródmieście Górnośląska,Warszawa,5.0,9439.0,52.2319581,21.0067249,699000.0,3.0,49.0,1964.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,3.0,30214.0,50.0558029,19.9993305,363178.0,2.0,35.26,2022.0
Grunwald,Poznań,4.0,472.0,52.404212,16.882542,339000.0,2.0,50.0,1978.0
Bielany Adama Jarzębskiego,Warszawa,6.0,16660.0,52.276366,20.9474309,559000.0,4.0,56.0,1970.0
Białołęka Jana Kowalczyka,Warszawa,10.0,10880.0,52.3037427,20.9895478,460000.0,2.0,42.93,2015.0
Żoliborz Sady Żoliborskie Jerzego Ficowskiego,Warszawa,0.0,16805.0,52.2571662,20.9617873,912000.0,3.0,79.74,2020.0
Wola,Warszawa,4.0,17418.0,52.2362379,20.9547815,432000.0,1.0,31.0,1951.0
Wilanów Lisy al. Rzeczypospolitej,Warszawa,1.0,14303.0,52.24302855000001,21.01519708471536,1112000.0,3.0,90.0,2008.0
Grunwald Łazarz Józefa Łukaszewicza,Poznań,0.0,3426.0,52.3921092,16.9028434,490000.0,5.0,82.5,1968.0
Dębniki Kliny-Zacisze Komuny Paryskiej,Kraków,0.0,20697.0,49.9989124,19.8947491,697215.0,3.0,87.7,2022.0
Nowa Huta Czyżyny ul. Sołtysowska,Kraków,2.0,22822.0,50.0605887,20.0240353,423639.0,3.0,41.13,2022.0
Nowa Huta Czyżyny,Kraków,0.0,23700.0,50.0816349,20.016490706002106,439000.0,3.0,39.0,1970.0
Białołęka Grodzisk Podłużna,Warszawa,0.0,9727.0,52.3197321,21.0747339,379000.0,2.0,40.17,2010.0
Stare Miasto Szlak,Kraków,4.0,25333.0,50.0711279,19.935501100000003,1050192.0,2.0,56.16,2009.0
Mokotów,Warszawa,6.0,17628.0,52.19398740000001,21.0457809,1105873.0,4.0,93.56,2022.0
Grunwald Górczyn Jakuba Krauthofera,Poznań,3.0,4882.0,52.386959,16.890867471542784,278100.0,1.0,35.51,2021.0
Nowe Miasto Rataje,Poznań,2.0,483.0,52.3901295,16.9535909,456369.0,4.0,59.41,2022.0
Prądnik Biały,Kraków,3.0,24479.0,50.1035684,19.953603106301202,546140.0,3.0,57.83,2021.0
Mokotów,Warszawa,1.0,14100.0,52.19398740000001,21.0457809,425000.0,1.0,34.0,2003.0
Grunwald Górczyn ul. Ceglana,Poznań,1.0,3501.0,52.3709933,16.863145899999996,702254.0,3.0,68.18,2020.0
Nowa Huta Czyżyny ul. Woźniców,Kraków,0.0,26079.0,50.0469432,19.99715343583669,414240.0,1.0,34.52,2022.0
Praga-Południe,Warszawa,3.0,14948.0,52.2373961,21.0712578,648000.0,3.0,61.0,1976.0
Nowa Huta Na Lotnisku,Kraków,4.0,27561.0,50.0872939,20.016875087529087,1479000.0,9.0,172.0,2019.0
Stare Miasto Naramowice ul. Czarnucha,Poznań,4.0,1953.0,52.44997629999999,16.9527562,429155.1,3.0,58.23,2020.0
Mokotów,Warszawa,1.0,8517.0,52.19398740000001,21.0457809,750000.0,2.0,48.0,2016.0
Dębniki Kliny-Zacisze bpa. A. Małysiaka,Kraków,3.0,30052.0,49.9988318,19.8938784,463818.0,3.0,67.22,2020.0
Bronowice Bronowice Małe ul. Katowicka,Kraków,2.0,20139.0,50.0879652,19.8820694,604608.0,4.0,64.32,2020.0
Wawer Falenica,Warszawa,0.0,10059.0,52.1620483,21.2106772,449000.0,3.0,59.0,2021.0
Ochota Rakowska,Warszawa,0.0,10551.0,52.1978172,20.9531334,997785.0,4.0,105.03,2021.0
Nowe Miasto Rataje ul. Wagrowska,Poznań,5.0,1421.0,52.3789966,16.944244199999996,399956.0,3.0,49.16,2022.0
Białołęka,Warszawa,1.0,12113.0,52.3196649,21.0211773,534000.0,2.0,60.0,2008.0
Bielany Zbigniewa Romaszewskiego,Warszawa,10.0,13827.0,52.27122660000001,20.955935397997692,520000.0,3.0,51.0,1974.0
Nowe Miasto Malta ul. Katowicka,Poznań,4.0,4644.0,52.39734489999999,16.9619394,456030.0,3.0,50.67,2022.0
Nowe Miasto Rataje,Poznań,2.0,2478.0,52.3901295,16.9535909,327080.0,2.0,38.48,2022.0
Podgórze ul. Stanisława Klimeckiego,Kraków,2.0,24861.0,50.04922420000001,19.9703793,709000.0,3.0,69.15,2021.0
Grzegórzki Wincentego Pola,Kraków,1.0,30286.0,50.1770893,19.8152974,399000.0,1.0,24.0,2018.0
Stare Miasto Umultowo,Poznań,0.0,2757.0,52.4696447,16.947921700000002,498000.0,4.0,71.0,2010.0
Ochota,Warszawa,4.0,17466.0,52.212225,20.9726299,396500.0,1.0,26.3,2011.0
Prądnik Biały,Kraków,5.0,27114.0,50.1035684,19.953603106301202,682095.0,4.0,61.45,2022.0
Jeżyce ul. Przygraniczna,Poznań,1.0,3283.0,52.4338323,16.802001399999998,297330.0,2.0,45.05,2022.0
Praga-Południe Gocław,Warszawa,5.0,10040.0,52.2286331,21.1065722,514080.0,3.0,46.55,2022.0
Mokotów,Warszawa,3.0,10235.0,52.19398740000001,21.0457809,1550000.0,4.0,120.0,2000.0
Wawer,Warszawa,1.0,10271.0,52.2203581,21.1370825,565000.0,3.0,57.48,2004.0
Krowodrza ul. Armii Krajowej ul. Bronowicka ul. Balicka ul. Na Błonie ul. Juliusza Lea ul. Czarnowiejska ul. Nawojki ul. Mazowiecka ul. Bartosza Głowackiego,Kraków,0.0,19308.0,50.0871155,19.8911354,390000.0,2.0,41.0,1995.0
Prądnik Biały Glogera,Kraków,1.0,23632.0,50.10291420000001,19.9284465,590304.0,3.0,67.08,2021.0
Prądnik Biały Górka Narodowa,Kraków,3.0,20265.0,50.0974858,19.9592694,395837.0,2.0,42.18,2020.0
Mokotów ul. Ludwika Idzikowskiego,Warszawa,0.0,17683.0,52.18897335,21.039847434774266,1269000.0,2.0,63.45,2018.0
Wola Muranów al. Aleja Jana Pawła II,Warszawa,7.0,11351.0,52.2345203,20.9978663,999600.0,3.0,84.0,2000.0
Praga-Północ ul. Szwedzka,Warszawa,4.0,12339.0,52.2634539,21.0453302,1113393.6,4.0,93.72,2022.0
Stare Miasto Naramowice ul. Czarnucha,Poznań,3.0,1971.0,52.44997629999999,16.9527562,454653.1,3.0,65.23,2020.0
Włochy Obywatelska,Warszawa,0.0,6907.0,52.2089218,20.8957411,670000.0,2.0,58.46,2014.0
Grunwald Jeleniogórska 1/3,Poznań,0.0,5556.0,52.404212,16.882542,360036.0,2.0,49.32,2021.0
Stare Miasto Piątkowo Os. Chrobrego,Poznań,0.0,2474.0,52.4099018,16.9456923,398000.0,3.0,64.0,1986.0
Prądnik Czerwony,Kraków,3.0,23071.0,50.0859419,19.96660060819073,479000.0,3.0,77.5,2011.0
Dębniki Stare Dębniki ul. gen. Antoniego Józefa Madalińskiego,Kraków,2.0,23049.0,50.0469432,19.99715343583669,1147520.0,2.0,52.2,2019.0
Grzegórzki Olsza Bohaterów Wietnamu,Kraków,4.0,25966.0,50.0819988,19.970272100000006,349000.0,2.0,37.0,1970.0
Grunwald Górczyn,Poznań,0.0,4547.0,52.3851547,16.880016,230000.0,1.0,29.35,2021.0
Krowodrza Kazimierza Wielkiego,Kraków,5.0,28483.0,50.073573,19.9193678,618300.0,2.0,45.8,2020.0
Bieżanów-Prokocim Bieżanów Duża Góra,Kraków,3.0,21662.0,50.1094444,21.148055600000006,426000.0,4.0,62.0,1980.0
Podgórze Zabłocie Stanisława Klimeckiego,Kraków,3.0,23906.0,50.04922420000001,19.9703793,709000.0,3.0,69.84,2021.0
Grzegórzki ul. płk. Francesco Nullo,Kraków,4.0,28885.0,50.0469432,19.99715343583669,859163.0,3.0,76.37,2022.0
Krowodrza,Kraków,1.0,27609.0,50.07087985,19.916563118144783,485260.0,3.0,51.08,2021.0
Ursynów Wyczółki,Warszawa,2.0,15033.0,52.1599734,20.990916185264226,565000.0,2.0,45.0,2020.0
Grunwald Górczyn ul. Ceglana,Poznań,3.0,3479.0,52.3709933,16.863145899999996,957942.0,4.0,112.04,2020.0
Stare Miasto ul Opieńskiego 12,Poznań,3.0,6134.0,52.46002075,16.923293075674017,348878.25,2.0,39.09,2020.0
Wola Odolany Juliana Konstantego Ordona,Warszawa,1.0,12791.0,52.2247928,20.9525803,534543.0,2.0,46.79,2021.0
Prądnik Czerwony Ostatnia,Kraków,1.0,26893.0,50.206341050000006,19.725886087733517,1050000.0,5.0,147.0,1960.0
Grunwald Górczyn ul. Ceglana,Poznań,1.0,3570.0,52.3709933,16.863145899999996,415305.0,2.0,41.95,2020.0
Targówek Pastelowa,Warszawa,1.0,17639.0,52.2819269,21.0531389,779000.0,4.0,86.6,2000.0
Grzegórzki Grzegórzecka,Kraków,1.0,19379.0,50.0587885,19.9500605,429520.0,2.0,33.04,2022.0
Nowa Huta Czyżyny ul. Sołtysowska,Kraków,3.0,20358.0,50.0605887,20.0240353,354450.0,2.0,34.75,2022.0
Jeżyce ul. św. Wawrzyńca 11,Poznań,3.0,5048.0,52.4201252,16.8956979,536505.8,3.0,67.57,2022.0
Nowa Huta Czyżyny ul. Sołtysowska,Kraków,3.0,23441.0,50.0605887,20.0240353,385112.0,2.0,38.19,2021.0
Białołęka Tarchomin Kościeszów 6,Warszawa,3.0,12245.0,52.2319581,21.0067249,411057.0,2.0,43.21,2023.0
Bemowo gen. Waleriana Czumy,Warszawa,1.0,16640.0,52.23717775,20.914079680208328,489000.0,3.0,63.5,1977.0
Jeżyce Podolany ul. Jasielska,Poznań,2.0,1290.0,52.44250690000001,16.893565600000002,759000.0,4.0,84.79,2020.0
Bielany,Warszawa,7.0,14230.0,52.2776126,20.9472054,579000.0,3.0,55.0,1976.0
Stare Miasto Piątkowo os. Jana III Sobieskiego,Poznań,3.0,208.0,52.2902088,16.845407199999997,385000.0,2.0,48.4,1970.0
Targówek Bródno Turmoncka,Warszawa,2.0,10536.0,52.2968599,21.0366559,404000.0,3.0,46.0,1970.0
Białołęka ul. Leona Berensona,Warszawa,1.0,9117.0,52.3246245,21.0547602,297089.0,2.0,37.05,2020.0
Poznań wielkopolskie,Poznań,0.0,1359.0,52.4014528,16.9623746,308100.0,2.0,39.5,2022.0
Nowe Miasto Rataje os. Stare Żegrze,Poznań,10.0,462.0,52.3818328,16.963112,327000.0,2.0,41.2,1985.0
Śródmieście ul. Podwale,Warszawa,2.0,15448.0,52.2479069,21.0107676,1840000.0,3.0,100.1,1930.0
Podgórze Zabłocie,Kraków,3.0,23053.0,50.0478769,19.961368688357496,429000.0,1.0,33.28,2021.0
Grunwald Górczyn ul. Ceglana,Poznań,2.0,3551.0,52.3709933,16.863145899999996,481536.0,2.0,50.16,2020.0
Stare Miasto Piątkowo Władysława Jagiełły,Poznań,4.0,4802.0,52.4564066,16.906010199999994,440000.0,3.0,69.16,1993.0
Praga-Północ,Warszawa,3.0,16456.0,52.2648843,21.0273442,310000.0,1.0,18.0,1938.0
Bieżanów-Prokocim ul. Mariana Domagały,Kraków,4.0,27836.0,50.0219561,20.0509824,322400.0,3.0,52.0,2021.0
Białołęka,Warszawa,2.0,17413.0,52.3196649,21.0211773,288000.0,2.0,31.08,2021.0
Grzegórzki Meissnera,Kraków,4.0,26176.0,50.07607065,19.97947475,522000.0,2.0,50.0,1990.0
Prądnik Czerwony Lublańska,Kraków,2.0,27018.0,50.0851795,19.961948,449000.0,2.0,46.5,2020.0
Ursus,Warszawa,1.0,12531.0,52.1960985,20.8828989,595000.0,3.0,62.1,1968.0
Bemowo,Warszawa,1.0,9230.0,52.2389738,20.913288100000006,995000.0,3.0,86.0,2008.0
Wilda Rynek Wildecki ul. Antoniego Madalińskiego,Poznań,0.0,1384.0,52.3876611,16.914800600000003,187500.0,1.0,20.0,1902.0
Mokotów,Warszawa,10.0,12619.0,52.19398740000001,21.0457809,1030746.0,4.0,82.08,2022.0
Krowodrza Królewska (okolica),Kraków,3.0,18943.0,50.0469432,19.99715343583669,450000.0,1.0,44.0,1956.0
Wola,Warszawa,5.0,10902.0,52.2362379,20.9547815,909032.32,4.0,91.84,2021.0
Bemowo,Warszawa,0.0,12394.0,52.2389738,20.913288100000006,649000.0,4.0,74.0,1980.0
Stare Miasto Naramowice ul. Czarnucha,Poznań,4.0,1938.0,52.44997629999999,16.9527562,350812.0,2.0,47.6,2020.0
Bronowice,Kraków,4.0,26493.0,50.08332470000001,19.869783648014888,440000.0,3.0,53.0,1970.0
Dębniki Ruczaj ul. Karola Bunscha,Kraków,0.0,22657.0,50.01642329999999,19.8869792,365000.0,2.0,41.3,2021.0
Jeżyce ul. św. Wawrzyńca 11,Poznań,2.0,5049.0,52.4201252,16.8956979,490714.2,2.0,55.89,2022.0
Bielany Młociny ul. Heroldów,Warszawa,2.0,15953.0,52.3043936,20.9308802,475000.0,2.0,44.28,2007.0
Grunwald Jeleniogórska 1/3,Poznań,1.0,5565.0,52.404212,16.882542,385534.0,2.0,55.98,2021.0
Wola ul. Smocza,Warszawa,5.0,7346.0,52.2425532,20.9876699,529000.0,3.0,45.56,1970.0
Stare Miasto Koletek,Kraków,2.0,27996.0,50.0513398,19.935748,993169.0,2.0,52.0,2015.0
Włochy Chrościckiego,Warszawa,5.0,8091.0,52.2078048,20.9055637,492000.0,3.0,56.04,2020.0
Bronowice Bronowice Małe,Kraków,1.0,26285.0,50.089837599999996,19.870812874428264,858000.0,4.0,125.62,2020.0
Stare Miasto Winogrady Za Cytadelą,Poznań,1.0,4912.0,52.4006632,16.919732591780882,499500.0,1.0,37.0,2013.0
Grunwald Słoneczna,Poznań,2.0,3960.0,52.39308120000001,16.8740905,595000.0,3.0,71.0,2000.0
Białołęka,Warszawa,0.0,16877.0,52.3196649,21.0211773,497777.0,2.0,50.0,2020.0
Wilda,Poznań,2.0,2029.0,52.3897748,16.917438100000002,615000.0,2.0,50.0,2015.0
Białołęka,Warszawa,0.0,9958.0,52.3196649,21.0211773,379000.0,2.0,43.21,2011.0
Mistrzejowice ul. Piasta Kołodzieja,Kraków,1.0,23378.0,50.0986433,20.0132206,354351.0,2.0,40.73,2022.0
Targówek,Warszawa,3.0,14356.0,52.2751918,21.0580854,299000.0,1.0,25.0,1975.0
Żoliborz ul. Braci Załuskich,Warszawa,7.0,6312.0,52.2679639,20.968916600000004,617500.0,3.0,47.5,1969.0
Białołęka ul. Leona Berensona,Warszawa,2.0,7658.0,52.3246245,21.0547602,407560.0,4.0,60.36,2020.0
Bemowo Rodła,Warszawa,1.0,15388.0,52.2642368,20.9170389,630000.0,3.0,68.0,1996.0
Podgórze,Kraków,5.0,30253.0,50.0430999,19.9529614,649000.0,3.0,58.13,2020.0
Ursus ul. Górna Droga,Warszawa,4.0,6477.0,52.1840475,20.8681863,380000.0,2.0,45.0,2001.0
Śródmieście,Warszawa,3.0,16445.0,52.2328098,21.019067,2670000.0,4.0,158.4,1999.0
Nowe Miasto Malta ul. Katowicka,Poznań,3.0,5784.0,52.39734489999999,16.9619394,443362.5,3.0,50.67,2022.0
Dębniki Kliny-Zacisze Borkowska,Kraków,4.0,22007.0,50.0033424,19.9040614,400000.0,2.0,53.0,2009.0
Grzegórzki Grzegórzecka,Kraków,1.0,22956.0,50.0587885,19.9500605,790625.0,3.0,63.25,2022.0
Białołęka Tarchomin Botewa,Warszawa,1.0,11133.0,52.3195945,20.955865,420000.0,2.0,47.2,2005.0
Wola ul. Cypriana Kamila Norwida,Warszawa,0.0,13961.0,52.2431929,21.2212275,475000.0,2.0,36.0,1975.0
Prądnik Biały Henryka Pachońskiego,Kraków,2.0,22380.0,50.0949773,19.920405494289955,478350.0,3.0,53.15,2022.0
Ochota Szczęśliwice Włodarzewska,Warszawa,6.0,16450.0,52.2013207,20.9627181,640000.0,2.0,51.91,2008.0
Stare Miasto ul. Lubicz,Kraków,1.0,21733.0,50.0649353,19.9495828,363024.0,1.0,25.0,2021.0
Wola,Warszawa,10.0,15383.0,52.2362379,20.9547815,549000.0,3.0,54.0,1975.0
Bielany Dorycka,Warszawa,6.0,12370.0,52.2981688,20.9423554,368500.0,2.0,37.0,1968.0
Stare Miasto ul. Lubicz,Kraków,1.0,21780.0,50.0649353,19.9495828,423648.0,1.0,29.0,2021.0
Bieżanów-Prokocim,Kraków,10.0,19790.0,50.01706235,20.022991856015395,469000.0,3.0,55.2,1980.0
Podgórze Duchackie Kurdwanów Wysłouchów,Kraków,2.0,21783.0,50.0084756,19.9591527,305000.0,1.0,35.0,1980.0
Stare Miasto Centrum Rybaki 1,Poznań,2.0,3457.0,52.403193,16.9328857,405040.0,1.0,48.8,2018.0
Włochy Stare Włochy,Warszawa,1.0,17667.0,52.1627414,20.9611854,1200000.0,4.0,100.0,1998.0
Wilda,Poznań,2.0,835.0,52.3897748,16.917438100000002,514000.0,3.0,60.0,1990.0
Bieżanów-Prokocim Wielicka 179,Kraków,0.0,27924.0,50.0102971,20.00857,584118.0,4.0,67.14,2021.0
